,X20190815_UWPRQE_COPEPODS_01_ADJNSAF,X20190815_UWPRQE_COPEPODS_02_ADJNSAF,X20190815_UWPRQE_COPEPODS_03_ADJNSAF,X20190815_UWPRQE_COPEPODS_04_ADJNSAF,X20190815_UWPRQE_COPEPODS_05_ADJNSAF,X20190815_UWPRQE_COPEPODS_06_ADJNSAF,X20190815_UWPRQE_COPEPODS_07_ADJNSAF,X20190815_UWPRQE_COPEPODS_08_ADJNSAF,X20190815_UWPRQE_COPEPODS_09_ADJNSAF,X20190815_UWPRQE_COPEPODS_10_ADJNSAF,X20190815_UWPRQE_COPEPODS_11_ADJNSAF,X20190815_UWPRQE_COPEPODS_12_ADJNSAF,X20190815_UWPRQE_COPEPODS_13_ADJNSAF,X20190815_UWPRQE_COPEPODS_14_ADJNSAF,X20190815_UWPRQE_COPEPODS_15_ADJNSAF,X20190815_UWPRQE_COPEPODS_16_ADJNSAF,X20190815_UWPRQE_COPEPODS_17_ADJNSAF,X20190815_UWPRQE_COPEPODS_18_ADJNSAF,X20190815_UWPRQE_COPEPODS_19_ADJNSAF,X20190815_UWPRQE_COPEPODS_20_ADJNSAF,X20190815_UWPRQE_COPEPODS_21_ADJNSAF,X20190815_UWPRQE_COPEPODS_22_ADJNSAF,X20190815_UWPRQE_COPEPODS_23_ADJNSAF,X20190815_UWPRQE_COPEPODS_24_ADJNSAF,X20190815_UWPRQE_COPEPODS_25_ADJNSAF,X20190815_UWPRQE_COPEPODS_26_ADJNSAF,X20190815_UWPRQE_COPEPODS_27_ADJNSAF,X20190815_UWPRQE_COPEPODS_28_ADJNSAF,X20190815_UWPRQE_COPEPODS_29_ADJNSAF,X20190815_UWPRQE_COPEPODS_30_ADJNSAF,X20190815_UWPRQE_COPEPODS_31_ADJNSAF,X20190815_UWPRQE_COPEPODS_32_ADJNSAF,X20190815_UWPRQE_COPEPODS_33_ADJNSAF,X20190815_UWPRQE_COPEPODS_34_ADJNSAF,X20190815_UWPRQE_COPEPODS_35_ADJNSAF,X20190815_UWPRQE_COPEPODS_36_ADJNSAF,X20190815_UWPRQE_COPEPODS_37_ADJNSAF,X20190815_UWPRQE_COPEPODS_38_ADJNSAF,X20190815_UWPRQE_COPEPODS_39_ADJNSAF,X20190815_UWPRQE_COPEPODS_40_ADJNSAF,X20190815_UWPRQE_COPEPODS_41_ADJNSAF,X20190815_UWPRQE_COPEPODS_42_ADJNSAF,X20190815_UWPRQE_COPEPODS_43_ADJNSAF,X20190815_UWPRQE_COPEPODS_44_ADJNSAF,X20190815_UWPRQE_COPEPODS_45_ADJNSAF,X20190815_UWPRQE_COPEPODS_46_ADJNSAF,X20190815_UWPRQE_COPEPODS_47_ADJNSAF,X20190815_UWPRQE_COPEPODS_48_ADJNSAF,X20190815_UWPRQE_COPEPODS_49_ADJNSAF,X20190815_UWPRQE_COPEPODS_50_ADJNSAF,X20190815_UWPRQE_COPEPODS_51_ADJNSAF,X20190815_UWPRQE_COPEPODS_52_ADJNSAF,X20190815_UWPRQE_COPEPODS_53_ADJNSAF,X20190815_UWPRQE_COPEPODS_54_ADJNSAF,X20190815_UWPRQE_COPEPODS_55_ADJNSAF,X20190815_UWPRQE_COPEPODS_56_ADJNSAF,X20190815_UWPRQE_COPEPODS_57_ADJNSAF,X20190815_UWPRQE_COPEPODS_58_ADJNSAF,X20190815_UWPRQE_COPEPODS_59_ADJNSAF,X20190815_UWPRQE_COPEPODS_60_ADJNSAF,X20190815_UWPRQE_COPEPODS_61_ADJNSAF,X20190815_UWPRQE_COPEPODS_62_ADJNSAF,X20190815_UWPRQE_COPEPODS_63_ADJNSAF,X20190815_UWPRQE_COPEPODS_64_ADJNSAF,X20190815_UWPRQE_COPEPODS_65_ADJNSAF,X20190815_UWPRQE_COPEPODS_66_ADJNSAF,X20190815_UWPRQE_COPEPODS_67_ADJNSAF,X20190815_UWPRQE_COPEPODS_68_ADJNSAF,X20190815_UWPRQE_COPEPODS_69_ADJNSAF,X20190815_UWPRQE_COPEPODS_70_ADJNSAF,X20190815_UWPRQE_COPEPODS_71_ADJNSAF,X20190815_UWPRQE_COPEPODS_72_ADJNSAF,X20190815_UWPRQE_COPEPODS_74_ADJNSAF,X20190815_UWPRQE_COPEPODS_75_ADJNSAF,X20190815_UWPRQE_COPEPODS_76_ADJNSAF,X20190815_UWPRQE_COPEPODS_77_ADJNSAF
TRINITY_DN25280_c1_g2_i1|m.12628,93.5691,72.9514,90.275,12.0643,63.0529,12.2962,36.6504,96.6508,22.5654,70.1454,42.0371,111.3734,0,0,0,74.8689,59.1598,37.9091,0,95.6258,50.2126,86.0146,24.8864,0,55.7664,24.6736,37.1473,36.5537,23.9401,162.5484,98.8054,81.0609,35.2759,111.6193,58.6772,69.8562,72.7141,0,57.244,83.4727,92.4649,80.5408,38.5008,11.453,90.8419,0,0,102.8815,11.8316,23.2288,23.4803,0,54.6071,61.4837,43.6015,36.2162,91.335,24.2697,75.9781,61.1876,48.9595,121.4612,48.0638,0,72.738,0,107.6779,0,65.8042,47.512,19.3233,35.5262,86.4068,79.6359,0,74.288
TRINITY_DN25291_c0_g1_i1|m.12638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6533,0,0,0,0,0
TRINITY_DN25296_c0_g1_i1|m.12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5266,0,0,0,4.5793,0,0,0,0,0,0,0,0,0,4.6987,0,0,0,0,0,0,0,0,0,5.0448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6673,0,0
TRINITY_DN25319_c0_g1_i2|m.12685,47.0372,53.481,51.0539,53.0661,72.11,70.3123,53.7371,69.0837,69.4797,61.7086,55.4717,68.5846,71.1742,58.3049,70.7702,82.3301,52.0444,66.6992,70.9013,74.7772,82.8249,81.0742,82.0994,69.7531,53.965,59.6915,70.8053,53.5954,68.4473,56.1778,72.4347,81.4987,51.7218,73.6457,67.1057,71.6966,79.9605,60.6668,70.5025,52.4522,40.6719,45.5488,62.0952,70.5287,49.9474,60.7283,74.0033,70.3947,52.0427,56.1962,67.1326,70.5801,72.0589,64.9065,86.304,63.7207,70.306,64.0521,76.3884,71.771,64.6064,77.7109,59.1961,46.1775,47.9921,77.4407,59.2043,60.4099,53.0655,37.6177,46.7478,67.7154,59.1222,70.0577,53.9167,70.0211
TRINITY_DN25320_c0_g1_i1|m.12696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0758,0,0,0,3.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25323_c0_g1_i1|m.12697,3.6173,0,0,0,3.4126,0,3.306,0,0,0,0,0,3.649,3.261,6.2199,6.7535,3.2019,0,0,0,0,3.3252,3.3673,3.0653,0,0,3.3508,0,3.2393,3.142,0,0,6.3641,0,0,0,0,0,0,3.227,0,3.1136,0,0,3.0729,3.3965,6.0705,0,3.2018,3.143,0,0,0,0,0,0,0,3.2839,0,0,0,0,2.6013,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25334_c0_g1_i1|m.12731,3.3223,0,9.616,0,0,0,0,0,0,0,0,0,0,0,0,3.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8857,0,0,2.9225,0,0,0,0,0,2.8455,0,2.8727,0,0,2.8466,0,0,0,0,0,2.8867,0,0,0,0,0,0,0,0,0,2.5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25343_c0_g1_i10|m.12726,0,6.0556,6.4231,0,0,6.1242,0,0,0,0,0,0,0,0,5.7238,0,0,6.2936,5.7344,0,0,0,0,0,0,0,0,0,0,5.7827,0,5.7675,0,0,0,5.7987,6.0359,0,0,5.9391,0,0,0,0,0,0,5.5862,5.6934,5.8928,0,5.8472,0,0,0,5.429,0,0,0,0,5.0791,0,5.4995,0,0,4.5284,0,0,0,5.4623,0,0,0,0,0,4.6961,0
TRINITY_DN25346_c0_g1_i1|m.12693,6.9177,4.1949,2.2247,2.0812,8.7016,6.3635,2.1075,4.1682,9.7317,4.0335,1.8129,1.9213,0,10.3937,7.93,12.9154,8.1644,4.3597,3.9723,1.8329,4.331,6.3592,4.2931,1.954,0,4.2564,4.2721,0,4.1298,6.0087,7.5754,3.9953,4.0569,5.7765,4.0489,2.0084,2.0906,3.9654,3.95,10.2854,7.9754,5.9545,0,1.9757,9.7943,6.4954,1.9349,5.9159,8.1641,6.0107,6.0758,1.9772,3.768,0,5.6412,6.2475,5.9085,10.4667,5.6172,0,4.2229,3.8096,4.9748,3.2927,1.5685,1.5185,0,5.4673,5.6758,8.1961,5.0001,4.0857,6.6248,5.8876,9.7593,5.4922
TRINITY_DN25348_c0_g1_i1|m.12660,0,0,0,0,0,0,0,0,0,0,12.9345,0,8.2979,0,0,0,0,0,7.0853,13.077,0,0,0,0,0,0,0,0,0,0,6.7559,0,0,0,7.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6685,5.5219,0,0,0,0,0,0,0,0,0
TRINITY_DN25353_c0_g1_i1|m.12747,33.0305,36.0532,25.4941,35.7735,24.929,36.4613,30.1882,11.9414,27.88,23.111,20.7751,5.5042,19.992,23.8213,45.4366,24.6672,11.6949,31.225,28.4505,26.255,24.8155,30.3637,30.7476,33.5877,22.0482,42.6787,48.956,30.1086,23.6628,28.6903,0,11.446,29.0561,38.6142,34.7985,11.5078,29.9466,17.0406,22.6324,17.6798,11.4242,11.3726,25.3699,28.301,33.6711,43.42,33.2586,28.2472,29.2364,28.6997,34.8124,33.9859,32.3848,30.3858,48.4835,41.7629,5.6423,23.9886,10.7283,20.1596,42.3434,21.8281,28.5042,18.8665,8.9869,17.4017,22.1731,10.4421,16.2605,23.4808,38.199,52.672,23.7239,5.6224,27.9592,26.2241
TRINITY_DN25364_c0_g1_i1|m.12754,13.1614,0,0,23.7573,0,12.107,0,0,11.1091,0,0,0,26.5534,11.8648,11.3155,0,0,0,22.6728,0,0,0,0,11.1528,10.9817,0,0,0,0,0,10.8095,0,0,10.9902,0,22.9272,11.9326,0,11.2727,0,0,0,0,11.2768,0,0,0,11.2554,11.6496,0,0,11.2851,10.7534,12.1076,21.4653,0,11.2412,11.9482,0,0,0,10.8721,0,0,0,0,0,0,21.5973,0,0,11.6599,0,0,9.2839,0
TRINITY_DN25365_c0_g1_i1|m.12769,0,0,10.7892,10.093,0,0,0,0,0,0,0,0,0,0,0,0,9.8986,0,9.6322,0,0,0,0,0,0,0,0,0,0,9.7134,0,0,0,0,0,0,0,0,9.5781,0,0,0,0,0,9.4998,0,0,0,0,0,0,9.5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25381_c0_g1_i2|m.12779,0,0,0,0,5.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7579,0,0,0,0,0,0,0,0,0,0,0,0,4.7632,0,0,0,0,9.4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25422_c0_g1_i1|m.12856,0,2.882,3.0569,2.8597,2.9892,2.9147,2.8958,5.7275,2.6744,2.7712,4.9822,0,0,2.8564,0,0,0,2.9953,2.7291,2.5185,0,0,0,0,2.6437,2.9243,0,2.8882,2.8373,0,0,0,2.7872,0,0,0,0,2.7244,0,0,0,0,0,2.7148,0,2.9751,0,0,0,5.5061,2.7828,0,0,0,0,0,5.4124,0,0,2.4173,0,2.6173,2.2786,0,4.3104,0,2.127,2.5042,2.5997,6.7573,4.5803,0,6.8272,0,4.47,7.5467
TRINITY_DN25440_c0_g1_i1|m.12860,65.4472,51.0261,0,50.6303,44.1026,51.6038,0,50.702,71.0255,57.2407,66.1568,31.1602,47.1577,42.1429,64.3064,52.3673,49.6554,8.8386,48.3192,59.454,35.1214,51.5685,43.5171,31.6911,62.4096,8.629,43.3046,25.5676,58.6075,40.6054,38.3943,48.5986,24.6738,54.6507,24.6252,48.8612,76.2902,24.1175,56.0553,25.0223,64.6749,48.2867,35.906,48.0652,31.7698,70.2312,47.071,55.9696,41.3783,24.3712,0,40.0835,53.4732,25.803,60.9944,75.9947,55.899,59.4145,30.3675,35.6649,42.8061,46.3399,40.3421,46.7281,57.2365,43.1002,43.9342,36.9468,46.027,46.5254,27.0315,41.4148,53.7223,47.7442,39.5707,51.961
TRINITY_DN25441_c0_g6_i1|m.12894,0,0,0,0,6.1609,0,0,5.9023,0,0,0,0,0,0,0,0,0,12.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0151,0,0,5.5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25447_c0_g1_i2|m.12823,83.6891,50.7488,35.8857,67.1402,105.271,119.7544,101.9837,75.6397,102.0349,121.992,73.108,100.7203,56.2817,50.2966,71.9515,52.0827,41.1546,52.7431,80.0942,81.305,69.861,119.6725,112.5297,86.6769,131.8997,51.4928,77.5247,42.3812,66.616,24.2308,122.1941,96.6689,89.9791,132.0019,32.6551,48.5956,126.4593,79.9549,39.8219,33.1817,56.283,56.0284,44.6386,87.6407,39.4965,96.0431,109.2353,103.3786,57.6147,113.1143,81.6705,103.6508,159.5478,76.9883,113.743,92.3776,71.4796,84.4165,120.81,70.9421,102.1764,92.1761,120.3685,99.5874,113.8508,122.4742,124.8439,36.746,30.5179,125.5969,80.6539,49.4277,140.2546,102.8836,111.5075,155.0358
TRINITY_DN25459_c0_g1_i1|m.12918,65.492,74.4639,110.576,88.6636,108.1252,90.3683,104.7488,88.7892,96.7397,85.9197,57.9268,81.8515,82.5825,110.7007,84.4598,129.9161,123.1882,100.6073,98.719,52.0578,107.6328,135.4598,144.7934,104.0576,75.1379,120.889,113.7524,111.9349,73.3094,99.5512,73.9596,92.1978,122.4248,102.5402,114.996,78.435,89.0661,98.5472,84.1404,109.5472,113.2585,112.7461,110.0373,84.1716,111.2705,84.5546,103.0381,70.0098,101.446,106.6971,107.8519,119.33,60.1985,97.9033,86.7857,110.9014,83.9059,111.4783,66.4744,56.2106,97.4505,60.8627,64.7596,64.295,89.0954,70.0857,65.9463,58.231,80.6022,81.4751,65.0891,65.273,70.5587,90.5769,109.7186,84.4943
TRINITY_DN25497_c0_g2_i1|m.12997,49.2874,57.6406,33.9659,44.4838,46.4983,25.9081,19.3055,38.183,41.6021,24.6327,16.6073,17.5998,7.1028,38.0847,24.2141,52.5828,56.0923,26.6248,48.518,11.1935,33.0618,58.2533,19.6633,17.8996,11.75,12.9968,32.6121,38.5093,37.8313,36.6952,17.3485,24.3993,24.7754,17.6386,43.2714,55.195,25.5347,48.4336,42.2145,43.9692,42.6176,42.4248,33.8004,30.1644,53.8322,46.2789,23.6323,42.1499,43.626,36.7073,43.2887,42.2609,34.5171,32.3865,40.1923,25.4358,18.0415,44.7442,22.8694,16.1152,32.2367,17.449,50.6351,40.2175,43.104,41.7319,23.633,38.9538,28.8852,35.0376,20.3571,56.1401,45.5147,35.9555,44.7002,22.3606
TRINITY_DN25512_c0_g1_i1|m.13044,0,0,0,0,8.1523,7.9491,7.8977,15.6203,0,22.6733,13.5878,14.3998,8.717,15.5801,14.8587,16.1334,7.6489,16.3379,7.4431,6.8687,0,7.9436,0,14.6451,14.4204,7.9753,16.0096,0,7.7382,7.5058,7.0971,14.9723,7.6015,0,7.5865,7.5266,0,14.8603,7.4012,0,7.4719,0,0,0,7.3408,8.1138,21.7525,7.3899,15.2974,15.0166,7.5896,14.8188,14.1206,0,7.0467,7.8042,7.3806,0,14.0335,6.5926,0,0,12.4286,12.3394,0,0,11.6017,0,7.09,6.143,6.2459,7.6555,12.4131,14.7091,6.0955,6.8606
TRINITY_DN25518_c0_g1_i1|m.13055,5.8197,5.2935,5.6148,10.5049,5.4903,10.7069,5.3189,5.2599,4.9122,5.0899,9.1509,0,0,5.2464,0,5.4327,5.1513,0,5.0127,4.6259,5.4653,5.3498,0,0,0,5.3711,5.391,5.3049,5.2115,5.055,0,5.0417,0,4.8596,5.1093,5.0689,0,5.004,9.969,0,10.0642,5.0093,0,4.9864,4.9438,0,0,4.9769,0,0,5.1114,9.98,0,5.3537,0,5.2559,9.9412,5.2832,0,0,0,0,0,0,3.9585,0,0,0,9.5498,4.1371,0,0,0,0,0,0
TRINITY_DN25522_c0_g1_i1|m.13065,12.1346,7.3584,15.6099,14.6026,15.2639,14.8834,7.3936,3.6558,10.2425,3.5377,3.1801,6.7403,12.2409,18.232,6.9551,7.5518,14.3214,15.2951,6.968,0,15.1944,14.8732,11.2959,6.8552,13.5,11.1994,11.2408,7.3741,14.4886,7.0267,6.6441,14.0166,10.6745,6.7552,14.2046,3.5231,18.3361,20.8677,13.8576,18.0421,10.4925,17.4083,11.6504,17.3285,13.7444,22.7878,13.576,10.3773,17.9012,14.0581,17.7628,27.7458,3.3048,22.326,9.8954,18.2651,17.2738,14.6881,9.8533,3.0859,18.519,10.0239,14.5441,17.3277,5.5026,10.655,16.2917,3.1968,3.3187,17.2526,14.6181,14.3336,23.2416,6.8851,22.8256,12.8455
TRINITY_DN25528_c0_g1_i1|m.13087,5.3636,4.8787,0,0,0,4.9339,14.7061,4.8477,9.0545,4.691,16.8676,0,5.4106,0,0,0,0,15.2112,4.6199,17.0534,0,0,0,0,0,9.9004,0,0,0,0,0,0,14.1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6413,0,0,0,14.8024,0,0,0,0,0,16.3678,0,0,0,0,0,0,0,16.9561,17.6028,0,0,0,3.8523,0,0,0
TRINITY_DN25531_c0_g1_i1|m.13089,594.0894,453.9196,470.003,493.2939,672.5644,459.0585,597.2654,483.2538,451.308,540.3792,429.7128,455.3936,467.4511,514.1434,572.0591,465.851,399.6573,505.4549,409.3706,491.1151,446.3344,469.6671,541.9697,553.7693,535.3574,570.235,561.3364,541.537,532.0024,526.3473,419.618,442.6183,574.8664,426.6336,532.0063,517.4533,441.6708,490.3898,468.1284,466.3872,503.4201,460.2329,558.9743,386.8583,454.2096,546.6693,548.344,457.2513,483.7807,567.8161,511.348,438.0796,465.9809,568.383,474.7717,536.5368,497.2685,409.8891,482.4009,380.7227,435.1958,422.0471,504.1358,415.6851,678.888,383.4122,334.9979,431.9696,536.1822,464.5615,369.2901,431.5771,546.1766,556.1869,486.1145,556.5702
TRINITY_DN25531_c0_g1_i2|m.13090,118.8179,118.8837,57.3174,32.1713,89.6753,65.5798,54.2969,64.4338,80.2325,93.5272,65.3911,19.7997,59.9296,64.2679,40.8614,66.5501,73.6211,78.6263,92.1084,85.0007,33.4751,0,0,90.6168,69.3982,21.9321,22.0132,21.6615,53.2002,51.6027,78.0685,61.7607,62.7127,69.452,31.2945,93.1416,21.5449,40.8658,30.5301,63.5982,30.8216,102.274,22.8153,61.0829,60.5613,55.7826,119.6387,81.2891,84.1358,72.2675,31.307,0,87.3714,43.7218,48.4461,0,50.7417,107.8656,48.2401,54.389,65.2794,68.7053,76.9021,33.9335,56.574,46.9484,55.833,46.9532,58.4926,16.8931,34.3526,94.7364,34.136,80.8999,33.5251,56.6004
TRINITY_DN25534_c0_g1_i1|m.13075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25567_c0_g1_i1|m.13114,4.7265,8.5983,4.5601,17.0633,8.918,13.0435,8.6395,4.2719,11.9684,4.1338,18.5799,3.9381,4.7679,8.5217,8.1271,8.8243,16.7347,0,4.0711,18.7847,8.8774,13.0346,13.1994,4.0052,3.9437,4.3622,0,12.9251,12.6975,12.3162,11.6456,4.0946,8.3155,7.8935,12.4486,16.467,17.1407,4.064,16.1928,12.6494,20.4342,24.4101,18.1514,8.0994,8.0302,8.8759,3.9659,4.042,16.7342,8.2135,16.6048,8.1053,3.8617,4.348,11.5628,4.2686,0,8.5816,11.5137,10.8177,12.9837,7.8087,16.9949,16.873,9.6448,15.563,6.3457,14.942,3.878,10.0799,10.2488,20.9362,10.1842,8.0453,13.336,7.505
TRINITY_DN25574_c0_g1_i1|m.13131,24.9171,22.6645,24.0399,14.9925,15.6714,15.2807,30.3641,15.0137,7.0106,21.7927,0,13.8406,25.1355,37.4376,14.2816,38.7671,7.3519,23.5552,21.4621,6.602,7.8,30.5406,30.9267,28.1528,13.8604,30.6624,15.3879,22.713,22.3131,0,6.8215,7.1954,21.919,13.8711,14.5838,14.4686,7.5303,7.1416,7.1138,7.4095,0,7.1492,7.9743,14.2329,7.0557,23.3962,13.9385,7.1029,29.4067,28.8669,21.8845,21.3649,13.5723,22.9221,13.5461,7.5011,28.3759,22.6203,13.4885,6.3366,15.2107,0,5.973,5.9301,11.2991,16.4092,5.5756,0,6.8147,0,12.0067,7.3582,5.9655,14.1378,17.5763,6.5942
TRINITY_DN25590_c0_g1_i1|m.13084,0,0,0,0,0,0,0,0,0,0,0,7.6644,0,0,0,4.2936,4.0712,8.696,0,0,4.3194,4.2281,0,0,3.8377,4.2449,0,0,0,7.9901,0,0,0,7.6813,0,0,0,3.9548,0,0,0,0,0,0,3.9072,0,0,7.8667,4.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3076,0,0,3.0289,0,0,3.7737,0,0,0,3.3035,0,0,0
TRINITY_DN25591_c0_g1_i1|m.13146,1.899,1.7273,1.8321,0,3.583,3.4937,3.4711,3.4327,1.6029,0,1.493,1.5822,0,5.1357,1.6326,5.3181,1.6809,1.7952,4.907,4.5283,3.5667,1.7457,5.3032,3.2184,1.5845,0,0,0,0,0,1.5596,3.2902,5.0114,0,3.3344,3.308,1.7217,4.8985,1.6265,3.3881,3.284,3.2691,1.8232,0,0,3.5661,0,1.624,0,3.3,3.3357,4.8848,1.5515,0,1.5486,1.715,0,3.4479,1.542,4.3463,3.4777,1.5687,2.7313,4.0675,0,0,2.5495,0,3.1161,5.3998,0,0,1.3639,1.6162,0,1.5077
TRINITY_DN25597_c0_g1_i1|m.13015,0,0,0,0,0,0,0,0,0,0,0,14.8498,8.9894,8.0335,0,0,0,0,0,0,8.3688,8.1919,8.2955,0,0,8.2245,0,0,0,0,7.3189,7.7201,7.8391,0,7.8236,7.7618,0,7.6623,7.6325,0,7.7054,0,8.5557,7.6354,0,8.3674,7.4774,7.6209,7.8877,0,0,7.6409,14.5619,8.1978,0,0,7.6113,8.0899,7.236,0,0,7.3613,19.2255,6.3625,6.0615,5.8686,5.9821,0,0,6.3349,6.4411,0,6.4005,0,12.5719,0
TRINITY_DN25600_c0_g1_i1|m.13160,58.5951,42.6382,158.2904,42.3075,0,0,32.1318,52.9593,0,0,0,29.2927,94.5739,0,20.1508,0,0,33.2354,0,0,33.0165,53.8643,0,0,48.8911,0,0,53.4119,0,0,38.4995,30.4573,41.2357,48.929,0,0,0,20.153,0,31.3635,20.2663,0,0,0,39.8211,0,0,0,0,0,41.1709,0,0,64.6843,0,63.5024,0,0,0,0,42.9234,0,0,41.8358,0,30.8702,0,0,0,24.9926,33.882,0,0,0,0,0
TRINITY_DN25611_c0_g1_i1|m.13198,9.89,13.4939,7.1564,8.9262,9.3304,11.3722,4.5195,4.4694,6.2609,8.6499,0,2.0601,2.4942,6.6868,4.2515,6.9243,15.32,7.0121,6.389,1.9653,0,2.2729,13.8098,4.1904,4.1261,6.8459,9.1616,6.7614,4.4282,10.7381,0,4.284,0,12.3878,8.6829,0,11.2083,6.3779,6.3531,17.6458,10.6896,12.7695,4.7477,4.237,12.6023,9.2863,0,8.4578,10.9425,0,6.5148,8.4801,4.0403,4.5491,6.0488,11.1649,0,6.7338,4.0154,0,13.5841,4.0849,12.4466,14.1226,0,4.8848,6.6391,7.8165,0,3.5153,3.5743,6.5713,5.3276,2.1043,12.2086,0
TRINITY_DN25625_c0_g1_i1|m.13236,0,4.9406,0,0,5.1243,9.9931,4.9643,4.9092,4.5847,9.5012,4.2704,0,0,4.8966,9.3397,0,0,0,4.6785,8.635,0,9.9863,10.1126,9.2055,9.0643,5.0131,0,0,4.864,9.4359,8.9221,9.4112,4.7781,4.5356,0,4.731,9.8491,0,4.6522,0,4.6966,4.6754,5.2149,4.6539,0,5.1001,0,0,4.8078,4.7195,0,4.6573,4.4379,0,0,4.9055,4.6392,9.862,4.4105,8.2878,4.9737,8.9738,7.8123,0,0,3.577,0,0,0,3.8613,0,4.812,3.9013,4.6229,0,4.3124
TRINITY_DN25632_c0_g1_i3|m.13242,0,0,0,0,3.2091,0,0,0,0,0,2.6743,0,0,0,2.9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9166,0,3.1292,0,3.072,0,0,0,2.5951,0,0,0,2.4286,0,2.2401,4.5669,0,0,2.4181,2.4586,0,0,0,0,0
TRINITY_DN25636_c0_g1_i1|m.13151,11.0386,10.0406,0,9.9627,10.4139,20.3086,40.3548,9.9769,18.6347,19.3088,8.6786,9.1973,44.5412,19.9023,18.9808,20.6091,29.3127,10.4352,19.0159,8.7743,0,30.442,20.5513,28.062,18.4209,10.1878,10.2255,0,9.8849,28.7643,9.066,0,19.4207,27.6528,19.3824,9.6146,10.008,9.4914,9.4545,29.5424,9.5448,19.0032,0,37.832,28.1317,10.3648,18.5247,18.8801,19.5412,38.365,0,18.9298,18.038,20.3095,9.0016,9.9692,9.4281,0,0,8.4215,20.2155,9.1185,15.8766,15.7626,7.5084,14.5389,22.2303,17.4484,18.1138,15.6943,15.9573,9.7792,15.8567,9.3948,7.7865,8.7639
TRINITY_DN25642_c0_g1_i1|m.13192,11.7998,14.3108,7.5896,14.1998,0,7.2364,3.5948,10.6649,6.6399,13.7603,3.0924,6.5544,11.9033,14.1833,10.1449,11.0152,3.4816,3.7183,6.7758,3.1265,3.6938,10.8472,3.6614,13.3321,6.5638,7.2603,3.6436,7.1707,10.5667,10.2494,9.6913,10.2225,3.46,3.2844,6.9064,10.2777,7.1321,13.528,6.7377,0,6.802,6.7712,7.5526,20.2205,6.6826,11.0796,3.3004,13.4548,3.4815,10.2527,3.4546,13.4902,3.2137,7.2367,6.4149,7.1045,13.4378,7.1414,3.1938,0,7.2032,3.2491,11.3143,8.4249,10.7017,2.5903,13.2019,9.3259,3.2272,5.5922,8.5289,3.4846,11.3002,0,16.647,3.1228
